;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH BUMIL;BUMIL TERDAMPINGI;BUMIL TIDAK TERDAMPINGI;JUMLAH BUMIL >=32 MINGGU;BUMIL >=32 MINGGU MENDAPAT INFORMASI KONTRASEPSI;BUMIL >=32 MINGGU TIDAK MENDAPAT INFORMASI KONTRASEPSI;BUMIL >=32 MINGGU AKAN KBPP;BUMIL >=32 MINGGU MEMUTUSKAN TIDAK KBPP;MENDAPATKAN TTD;TIDAK MENDAPATKAN TTD;MENGKOMSUMSI TTD;TIDAK MENGKOMSUMSI TTD;KIE PERSEORANGAN;KIE KELOMPOK;KIE PERSEORANGAN DAN KELOMPOK;TIDAK MENDAPAT KIE;MENDAPAT FASILITASI RUJUKAN;TIDAK MENDAPAT FASILITASI RUJUKAN;MENDAPAT FASILITASI BANSOS;TIDAK MENDAPAT FASILITASI BANSOS
310;SULAWESI BARAT;POLEWALI MANDAR;LUYO;MAMBU;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311;SULAWESI BARAT;POLEWALI MANDAR;LUYO;TENGGELANG;26;6;20;5;4;0;4;0;6;0;6;0;0;6;0;0;6;0;6;0
312;SULAWESI BARAT;POLEWALI MANDAR;LUYO;BARU;58;6;52;5;2;0;2;0;6;0;6;0;5;1;0;0;2;4;5;1
313;SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUSSUI;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
314;SULAWESI BARAT;POLEWALI MANDAR;LUYO;MAPILI BARAT;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
315;SULAWESI BARAT;POLEWALI MANDAR;LUYO;SAMBALI WALI;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
316;SULAWESI BARAT;POLEWALI MANDAR;LUYO;BATUPANGA DAALA;39;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;SULAWESI BARAT;POLEWALI MANDAR;LUYO;LUYO;18;14;4;3;2;0;2;0;14;0;14;0;14;0;0;0;3;11;11;3
318;SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUSSUI BARAT;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
319;SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUCCADI;19;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;MAPILI;11;10;1;5;5;0;5;0;10;0;10;0;6;3;1;0;5;5;7;3
321;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;UGIBARU;35;36;-1;21;13;2;6;9;36;0;36;0;27;3;6;0;13;23;12;24
322;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;RUMPA;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
323;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;KURMA;44;42;2;21;18;0;17;1;42;0;42;0;5;9;28;0;16;26;37;5
324;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BUKU;34;7;27;1;0;0;0;0;7;0;7;0;2;0;5;0;2;5;4;3
325;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BONNE BONNE;16;2;14;1;1;0;1;0;2;0;2;0;1;0;1;0;1;1;1;1
326;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BEROANGIN;11;5;6;5;3;0;3;0;5;0;5;0;5;0;0;0;0;5;5;0
327;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;SEGERANG;7;8;-1;4;4;0;4;0;8;0;8;0;2;6;0;0;0;8;1;7
328;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BONRA;38;31;7;14;5;0;1;4;29;2;27;4;4;1;26;0;4;27;30;1
329;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;SATTOKO;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;RAPPANG BARAT;27;7;20;4;0;0;0;0;6;1;6;1;4;2;1;0;4;3;0;7
331;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;LANDI KANUSUANG;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
332;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;MATAKALI;30;13;17;5;3;0;3;0;13;0;13;0;2;2;9;0;10;3;2;11
333;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;PETAMPANUA;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
334;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;BARUMBUNG;16;2;14;0;0;0;0;0;2;0;2;0;0;0;2;0;2;0;0;2
335;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;PASIANG;36;17;19;8;2;0;2;0;17;0;17;0;11;3;3;0;7;10;14;3
336;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;TONROLIMA;18;2;16;2;2;0;2;0;2;0;2;0;2;0;0;0;1;1;1;1
337;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;INDOMAKKOMBONG;21;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
338;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;BUNGA-BUNGA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
339;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;MATANGNGA;4;1;3;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0
340;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;LILLI;11;7;4;7;7;0;7;0;7;0;7;0;7;0;0;0;2;5;5;2
341;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;RANGOAN;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
342;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;TAPUA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;MAMBU TAPUA;5;3;2;3;0;0;0;0;3;0;3;0;1;1;1;0;0;3;3;0
344;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;BA'BA TAPUA;8;2;6;0;0;0;0;0;2;0;2;0;0;0;2;0;0;2;0;2
345;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;KATIMBANG;1;7;-6;7;3;0;3;0;7;0;7;0;6;0;1;0;4;3;7;0
346;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;POLEWALI;37;22;15;14;7;0;7;0;22;0;22;0;22;0;0;0;8;14;8;14
347;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;WATTANG;24;10;14;4;3;0;3;0;10;0;6;4;10;0;0;0;1;9;0;10
348;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;SULEWATANG;33;13;20;5;4;0;4;0;13;0;13;0;13;0;0;0;7;6;9;4
349;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;LANTORA;26;11;15;2;2;0;2;0;11;0;11;0;10;0;1;0;3;8;3;8
350;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;TAKATIDUNG;85;78;7;44;35;0;30;5;77;1;77;1;51;6;21;0;51;27;67;11
351;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;PEKKABATA;15;20;-5;13;6;1;5;2;20;0;20;0;12;0;7;1;4;16;0;20
352;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;MADATE;16;20;-4;13;6;0;6;0;20;0;20;0;20;0;0;0;1;19;7;13
353;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;MANDING;21;43;-22;29;15;0;12;3;43;0;43;0;35;1;7;0;15;28;16;27
354;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;DARMA;39;4;35;1;1;0;1;0;4;0;4;0;3;1;0;0;3;1;2;2
355;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;PELITAKAN;5;1;4;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1
356;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TAPANGO;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
357;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;RAPPANG;17;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
358;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;DAKKA;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BATU;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
360;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;RISO;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;PALATTA;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
362;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TAPANGO BARAT;14;1;13;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1
363;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;KURRAK;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
364;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BUSSU;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TUTTULA;10;2;8;0;0;0;0;0;2;0;2;0;0;2;0;0;2;0;1;1
366;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;JAMBU MALEA;15;29;-14;15;11;0;11;0;29;0;29;0;27;2;0;0;29;0;22;7
367;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;KALIMBUA;13;4;9;1;0;0;0;0;4;0;4;0;4;0;0;0;1;3;1;3
368;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BANATO REJO;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TINAMBUNG;16;2;14;1;1;0;0;1;2;0;2;0;2;0;0;0;1;1;1;1
370;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;KARAMA;46;54;-8;34;19;0;19;0;48;6;46;8;12;1;41;0;1;53;48;6
371;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TANGNGA TANGNGA;24;51;-27;37;23;2;15;10;46;5;46;5;10;0;41;0;25;26;42;9
372;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;LEKOPADIS;20;25;-5;13;11;0;5;6;25;0;23;2;25;0;0;0;1;24;20;5
373;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;GALUNG LOMBOK;17;16;1;11;9;0;9;0;16;0;16;0;13;0;3;0;16;0;9;7
374;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TANDUNG;12;8;4;1;1;0;1;0;8;0;8;0;8;0;0;0;7;1;6;2
375;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;BATULAYA;8;1;7;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
376;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;SEPABATU;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
377;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TARAMANU;20;2;18;2;1;0;1;0;2;0;2;0;2;0;0;0;0;2;1;1
378;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;AMBOPADANG;25;4;21;3;3;0;3;0;4;0;4;0;4;0;0;0;4;0;4;0
379;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TUBBI;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
380;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;RATTE;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
381;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;BESOANGIN;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
382;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PIRIANG TAPIKO;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PEBURRU;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
384;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TALOBA;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
385;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;POLLEWANI;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
386;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;ARABUA;22;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
387;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;BESOANGIN UTARA;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
388;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PODA;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
389;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TARAMANU TUA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
390;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SIDODADI;36;17;19;16;12;2;7;7;17;0;17;0;17;0;0;0;1;16;0;17
391;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SIDOREJO;35;14;21;10;6;1;6;1;14;0;14;0;14;0;0;0;14;0;14;0
392;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SUMBEREJO;48;49;-1;31;22;1;22;1;49;0;49;0;49;0;0;0;20;29;18;31
393;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BUMIAYU;14;25;-11;19;18;1;19;0;25;0;25;0;10;0;15;0;9;16;20;5
394;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;KEBUNSARI;13;18;-5;11;4;0;3;1;18;0;18;0;15;3;0;0;14;4;9;9
395;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BANUA BARU;11;1;10;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
396;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;NEPO;18;15;3;7;3;0;2;1;15;0;15;0;9;2;4;0;4;11;5;10
397;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SUGIHWARAS;14;31;-17;21;13;0;13;0;31;0;31;0;24;5;2;0;12;19;24;7
398;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;CAMPURJO;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
399;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BUMIMULYO;18;3;15;0;0;0;0;0;3;0;3;0;0;0;3;0;2;1;0;3
400;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;TUMPILING;19;19;0;10;8;0;7;1;19;0;19;0;13;4;2;0;9;10;8;11
401;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BAKKA-BAKKA;20;17;3;9;7;0;7;0;17;0;17;0;17;0;0;0;0;17;15;2
402;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;ARJO SARI;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;GALESON;24;18;6;12;6;1;7;0;18;0;18;0;10;4;4;0;4;14;8;10
404;SULAWESI BARAT;MAMASA;MAMASA;MAMASA;14;1;13;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1
405;SULAWESI BARAT;MAMASA;MAMASA;RAMBUSARATU;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406;SULAWESI BARAT;MAMASA;MAMASA;OSANGO;21;9;12;1;1;0;1;0;8;1;8;1;8;1;0;0;0;9;1;8
407;SULAWESI BARAT;MAMASA;MAMASA;LAMBANAN;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
408;SULAWESI BARAT;MAMASA;MAMASA;LEMBANA SALULO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
409;SULAWESI BARAT;MAMASA;MAMASA;TAUPE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
410;SULAWESI BARAT;MAMASA;MAMASA;BUNTU BUDA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
411;SULAWESI BARAT;MAMASA;MAMASA;TONDOK BAKARU;6;5;1;0;0;0;0;0;3;2;3;2;2;0;3;0;1;4;4;1
412;SULAWESI BARAT;MAMASA;MAMASA;PEBASSIAN;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413;SULAWESI BARAT;MAMASA;MAMASA;MAMBULILING;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
414;SULAWESI BARAT;MAMASA;MAMASA;BOMBONG LAMBE;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
415;SULAWESI BARAT;MAMASA;MAMASA;BUBUN BATU;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
416;SULAWESI BARAT;MAMASA;ARALLE;ARALLE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
417;SULAWESI BARAT;MAMASA;ARALLE;RALLE ANAK;3;4;-1;3;0;0;0;0;4;0;4;0;1;1;2;0;4;0;2;2
418;SULAWESI BARAT;MAMASA;ARALLE;PANETEAN;4;6;-2;3;3;0;3;0;6;0;6;0;6;0;0;0;2;4;6;0
419;SULAWESI BARAT;MAMASA;ARALLE;UHAILANU;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420;SULAWESI BARAT;MAMASA;ARALLE;ARALLE UTARA;2;10;-8;8;5;1;5;1;10;0;10;0;2;8;0;0;0;10;0;10
421;SULAWESI BARAT;MAMASA;ARALLE;UHAIDAHO;4;1;3;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0
422;SULAWESI BARAT;MAMASA;ARALLE;BARURU;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
423;SULAWESI BARAT;MAMASA;ARALLE;RALLEANAK UTARA;7;6;1;1;1;0;1;0;6;0;6;0;1;4;0;1;1;5;2;4
424;SULAWESI BARAT;MAMASA;ARALLE;PAMOSEANG PANGGA;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
425;SULAWESI BARAT;MAMASA;ARALLE;KALABE;2;4;-2;3;0;0;0;0;4;0;4;0;0;4;0;0;0;4;3;1
426;SULAWESI BARAT;MAMASA;ARALLE;ARALLE SELATAN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
427;SULAWESI BARAT;MAMASA;ARALLE;HAHANGAN;6;1;5;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0
428;SULAWESI BARAT;MAMASA;BALLA;BALLA;8;5;3;1;1;0;1;0;5;0;5;0;5;0;0;0;0;5;0;5
429;SULAWESI BARAT;MAMASA;BALLA;BALLA BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
430;SULAWESI BARAT;MAMASA;BALLA;BALLA SATANETEAN;5;5;0;3;2;0;2;0;5;0;4;1;5;0;0;0;2;3;1;4
431;SULAWESI BARAT;MAMASA;BALLA;BALLA TUMUKA;6;5;1;1;0;0;0;0;5;0;5;0;1;0;4;0;5;0;5;0
432;SULAWESI BARAT;MAMASA;BALLA;SEPAKUAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
433;SULAWESI BARAT;MAMASA;BALLA;PIDARA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
434;SULAWESI BARAT;MAMASA;BALLA;BAMBAPUANG;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
435;SULAWESI BARAT;MAMASA;BALLA;BALLA TIMUR;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
436;SULAWESI BARAT;MAMASA;BAMBANG;MOKALLANG;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
437;SULAWESI BARAT;MAMASA;BAMBANG;MASOSO;3;1;2;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;0
438;SULAWESI BARAT;MAMASA;BAMBANG;SALUASSING;13;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
439;SULAWESI BARAT;MAMASA;BAMBANG;SALUBULO;3;3;0;1;0;0;0;0;3;0;3;0;3;0;0;0;0;3;0;3
440;SULAWESI BARAT;MAMASA;BAMBANG;SALUKADI;7;9;-2;5;1;0;1;0;9;0;9;0;2;6;1;0;1;8;0;9
441;SULAWESI BARAT;MAMASA;BAMBANG;SALUKEPOPOK;5;6;-1;3;2;1;3;0;6;0;6;0;3;0;3;0;3;3;6;0
442;SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI BARAT;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
443;SULAWESI BARAT;MAMASA;BAMBANG;LIMBADEBATA;1;3;-2;3;0;0;0;0;3;0;3;0;0;3;0;0;2;1;1;2
444;SULAWESI BARAT;MAMASA;BAMBANG;TANETE TOMBA;2;4;-2;4;0;0;0;0;4;0;4;0;3;1;0;0;3;1;1;3
445;SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
446;SULAWESI BARAT;MAMASA;BAMBANG;RANTELEMO;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
447;SULAWESI BARAT;MAMASA;BAMBANG;SALUDENGEN;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1
448;SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
449;SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG TIMUR;3;1;2;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0
450;SULAWESI BARAT;MAMASA;BAMBANG;MINANGA;4;2;2;1;0;0;0;0;2;0;2;0;0;2;0;0;2;0;2;0
451;SULAWESI BARAT;MAMASA;BAMBANG;SIKAMASE;2;2;0;2;1;0;1;0;2;0;2;0;0;0;2;0;0;2;0;2
452;SULAWESI BARAT;MAMASA;BAMBANG;RANTETARIMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453;SULAWESI BARAT;MAMASA;BAMBANG;SALURURU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;SULAWESI BARAT;MAMASA;BAMBANG;SALUTABANG;5;3;2;3;2;0;2;0;3;0;3;0;0;3;0;0;3;0;3;0
;SULAWESI BARAT;MAMASA;BAMBANG;BALATANA;3;4;-1;4;1;0;1;0;4;0;4;0;0;4;0;0;4;0;4;0
454;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;BUNTUMALANGKA;5;11;-6;9;3;0;3;0;11;0;11;0;2;1;8;0;4;7;0;11
455;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;RANTEBERAN;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
456;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KEBANGA;8;3;5;1;0;0;0;0;3;0;3;0;1;0;2;0;3;0;3;0
457;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALURINDU;6;1;5;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0
458;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;TAORA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
459;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KABAE;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
460;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN BARAT;8;7;1;1;1;0;1;0;7;0;7;0;6;1;0;0;1;6;2;5
461;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;PENATANGAN;11;1;10;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1
462;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN TIMUR;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
463;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
464;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;ARALLE TIMUR;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
465;SULAWESI BARAT;MAMASA;MAMBI;MAMBI;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
466;SULAWESI BARAT;MAMASA;MAMBI;TALIPUKKI;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
467;SULAWESI BARAT;MAMASA;MAMBI;RANTEBULAHAN;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
468;SULAWESI BARAT;MAMASA;MAMBI;SONDONGLAYU;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
