;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH BUMIL;BUMIL TERDAMPINGI;BUMIL TIDAK TERDAMPINGI;JUMLAH BUMIL >=32 MINGGU;BUMIL >=32 MINGGU MENDAPAT INFORMASI KONTRASEPSI;BUMIL >=32 MINGGU TIDAK MENDAPAT INFORMASI KONTRASEPSI;BUMIL >=32 MINGGU AKAN KBPP;BUMIL >=32 MINGGU MEMUTUSKAN TIDAK KBPP;MENDAPATKAN TTD;TIDAK MENDAPATKAN TTD;MENGKOMSUMSI TTD;TIDAK MENGKOMSUMSI TTD;KIE PERSEORANGAN;KIE KELOMPOK;KIE PERSEORANGAN DAN KELOMPOK;TIDAK MENDAPAT KIE;MENDAPAT FASILITASI RUJUKAN;TIDAK MENDAPAT FASILITASI RUJUKAN;MENDAPAT FASILITASI BANSOS;TIDAK MENDAPAT FASILITASI BANSOS
469;SULAWESI BARAT;MAMASA;MAMBI;SALUBANUA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
470;SULAWESI BARAT;MAMASA;MAMBI;TAPALINA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
471;SULAWESI BARAT;MAMASA;MAMBI;SENDANA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
472;SULAWESI BARAT;MAMASA;MAMBI;PAMOSEAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
473;SULAWESI BARAT;MAMASA;MAMBI;SELUMAKA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
474;SULAWESI BARAT;MAMASA;MAMBI;BUJUNG MANURUNG;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
475;SULAWESI BARAT;MAMASA;MAMBI;SALU ALO;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
476;SULAWESI BARAT;MAMASA;MAMBI;INDOBANUA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
477;SULAWESI BARAT;MAMASA;MAMBI;SALUDURIAN;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
478;SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
479;SULAWESI BARAT;MAMASA;MEHALAAN;BOTTENG;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
480;SULAWESI BARAT;MAMASA;MEHALAAN;SALUKONTA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
481;SULAWESI BARAT;MAMASA;MEHALAAN;MESAKADA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
482;SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN BARAT;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
483;SULAWESI BARAT;MAMASA;MEHALAAN;SALUAHOK;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
484;SULAWESI BARAT;MAMASA;MEHALAAN;SALUBALO;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
485;SULAWESI BARAT;MAMASA;MEHALAAN;PASSEMBUK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
486;SULAWESI BARAT;MAMASA;MEHALAAN;KONDO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
487;SULAWESI BARAT;MAMASA;MEHALAAN;LEKO SUKAMAJU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
488;SULAWESI BARAT;MAMASA;MEHALAAN;ULUMEA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
489;SULAWESI BARAT;MAMASA;MESSAWA;MESSAWA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
490;SULAWESI BARAT;MAMASA;MESSAWA;RIPPUNG;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
491;SULAWESI BARAT;MAMASA;MESSAWA;MAKUANG;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
492;SULAWESI BARAT;MAMASA;MESSAWA;SEPANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
493;SULAWESI BARAT;MAMASA;MESSAWA;MALIMBONG;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
494;SULAWESI BARAT;MAMASA;MESSAWA;MATANDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
495;SULAWESI BARAT;MAMASA;MESSAWA;SIPAI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
496;SULAWESI BARAT;MAMASA;MESSAWA;PASMA MAMBU;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
497;SULAWESI BARAT;MAMASA;MESSAWA;TANETE BATU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
498;SULAWESI BARAT;MAMASA;NOSU;NOSU;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
499;SULAWESI BARAT;MAMASA;NOSU;MINANGA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
500;SULAWESI BARAT;MAMASA;NOSU;BATUPAPAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
501;SULAWESI BARAT;MAMASA;NOSU;MASEWWE;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
502;SULAWESI BARAT;MAMASA;NOSU;SIWI;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
503;SULAWESI BARAT;MAMASA;NOSU;MINANGA TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
504;SULAWESI BARAT;MAMASA;NOSU;PARINDING;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
505;SULAWESI BARAT;MAMASA;PANA;PANA;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
506;SULAWESI BARAT;MAMASA;PANA;MANIPI;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
507;SULAWESI BARAT;MAMASA;PANA;MAMULLU;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
508;SULAWESI BARAT;MAMASA;PANA;SAPAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
509;SULAWESI BARAT;MAMASA;PANA;DATUBARINGAN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510;SULAWESI BARAT;MAMASA;PANA;PANURA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
511;SULAWESI BARAT;MAMASA;PANA;TALLANG BULAWAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
512;SULAWESI BARAT;MAMASA;PANA;KARAKA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
513;SULAWESI BARAT;MAMASA;PANA;ULUSALU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
514;SULAWESI BARAT;MAMASA;PANA;WERI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
515;SULAWESI BARAT;MAMASA;PANA;SALUTAMBUN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
516;SULAWESI BARAT;MAMASA;PANA;SALOAN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517;SULAWESI BARAT;MAMASA;PANA;ULUSALU INDAH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
519;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN BARAT;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
520;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BUANGIN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
521;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BAMBANG BUDA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
522;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;LEKO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
523;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;KIRAK;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
524;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN UTARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
525;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SAMPALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
526;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
527;SULAWESI BARAT;MAMASA;SESENAPADANG;PALADAN;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
528;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
529;SULAWESI BARAT;MAMASA;SESENAPADANG;RANTE PUANG;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530;SULAWESI BARAT;MAMASA;SESENAPADANG;SATENETEAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
531;SULAWESI BARAT;MAMASA;SESENAPADANG;LISUAN ADA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
532;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA SELATAN;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
533;SULAWESI BARAT;MAMASA;SESENAPADANG;MALANGKENA PADANG;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
534;SULAWESI BARAT;MAMASA;SESENAPADANG;MALIMBONG;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
535;SULAWESI BARAT;MAMASA;SESENAPADANG;MARAMPAN OROBUA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
536;SULAWESI BARAT;MAMASA;SUMARORONG;SUMARORONG;9;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
537;SULAWESI BARAT;MAMASA;SUMARORONG;TABONE;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
538;SULAWESI BARAT;MAMASA;SUMARORONG;BATANG URU;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
539;SULAWESI BARAT;MAMASA;SUMARORONG;SASAKAN;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
540;SULAWESI BARAT;MAMASA;SUMARORONG;TADISI;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
541;SULAWESI BARAT;MAMASA;SUMARORONG;SIBANAWA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
542;SULAWESI BARAT;MAMASA;SUMARORONG;BATANGNGURU TIMUR;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
543;SULAWESI BARAT;MAMASA;SUMARORONG;SALUBALO;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
544;SULAWESI BARAT;MAMASA;SUMARORONG;BANEA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
545;SULAWESI BARAT;MAMASA;SUMARORONG;RANTE KAMASE;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
546;SULAWESI BARAT;MAMASA;TABANG;TABANG;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
547;SULAWESI BARAT;MAMASA;TABANG;TADOKALUA;5;1;4;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0
548;SULAWESI BARAT;MAMASA;TABANG;TABANG BARAT;4;1;3;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1
549;SULAWESI BARAT;MAMASA;TABANG;MASUPU;3;2;1;1;1;0;1;0;2;0;2;0;0;2;0;0;2;0;0;2
550;SULAWESI BARAT;MAMASA;TABANG;KALAMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
551;SULAWESI BARAT;MAMASA;TABANG;BAKADISURA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
552;SULAWESI BARAT;MAMASA;TABANG;SALUKONA;18;6;12;3;3;0;3;0;6;0;6;0;0;0;6;0;6;0;6;0
553;SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG;5;1;4;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0
554;SULAWESI BARAT;MAMASA;TABULAHAN;PERIANGAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
555;SULAWESI BARAT;MAMASA;TABULAHAN;MALATIRO;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
556;SULAWESI BARAT;MAMASA;TABULAHAN;TABULAHAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
557;SULAWESI BARAT;MAMASA;TABULAHAN;SALULEANG;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
558;SULAWESI BARAT;MAMASA;TABULAHAN;TAMPAK KURRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
559;SULAWESI BARAT;MAMASA;TABULAHAN;GANDANG DEWATA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
560;SULAWESI BARAT;MAMASA;TABULAHAN;BURANA;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
561;SULAWESI BARAT;MAMASA;TABULAHAN;SALUBAKKA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
562;SULAWESI BARAT;MAMASA;TABULAHAN;PANGANDARAN;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
563;SULAWESI BARAT;MAMASA;TABULAHAN;TALOPAK;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
564;SULAWESI BARAT;MAMASA;TABULAHAN;PEU';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
565;SULAWESI BARAT;MAMASA;TABULAHAN;TIMORO;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
566;SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG UTAMA;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
567;SULAWESI BARAT;MAMASA;TANDUK KALUA;MINAKE;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
568;SULAWESI BARAT;MAMASA;TANDUK KALUA;MALABO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
569;SULAWESI BARAT;MAMASA;TANDUK KALUA;SINDAGAMANIK;8;5;3;4;3;0;3;0;5;0;5;0;0;5;0;0;5;0;0;5
570;SULAWESI BARAT;MAMASA;TANDUK KALUA;PARONDOBULAWAN;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
571;SULAWESI BARAT;MAMASA;TANDUK KALUA;TAMALANTIK;1;11;-10;10;9;0;6;3;11;0;11;0;2;9;0;0;0;11;1;10
572;SULAWESI BARAT;MAMASA;TANDUK KALUA;MANNABABA;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
573;SULAWESI BARAT;MAMASA;TANDUK KALUA;MESAKADA;2;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1
574;SULAWESI BARAT;MAMASA;TANDUK KALUA;BALLABATU;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
575;SULAWESI BARAT;MAMASA;TANDUK KALUA;PAMBE;8;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
576;SULAWESI BARAT;MAMASA;TANDUK KALUA;SALURANO;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
577;SULAWESI BARAT;MAMASA;TANDUK KALUA;TALIMBUNG;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;SULAWESI BARAT;MAMASA;TANDUK KALUA;KANAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
579;SULAWESI BARAT;MAMASA;TAWALIAN;TAWALIAN;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
580;SULAWESI BARAT;MAMASA;TAWALIAN;TAWALIAN TIMUR;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
581;SULAWESI BARAT;MAMASA;TAWALIAN;KARIANGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
582;SULAWESI BARAT;MAMASA;TAWALIAN;RANTETANGNGA;5;3;2;1;1;0;1;0;3;0;3;0;0;0;3;0;0;3;0;3
583;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;MAHAHE;2;25;-23;18;2;0;2;0;25;0;25;0;25;0;0;0;0;25;2;23
584;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SALOBAJA;14;28;-14;22;13;0;10;3;28;0;28;0;0;20;8;0;2;26;5;23
585;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;TOBADAK;67;3;64;1;1;0;1;0;3;0;3;0;2;1;0;0;1;2;1;2
586;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;PALONGAAN;21;26;-5;17;11;0;11;0;26;0;26;0;11;12;2;1;17;9;2;24
587;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;BATU PARIGI;23;13;10;10;9;0;9;0;13;0;13;0;0;12;0;1;0;13;0;13
588;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;BAMBADARU;7;24;-17;19;5;0;5;0;24;0;24;0;14;10;0;0;13;11;11;13
589;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SEJATI;4;21;-17;20;12;0;9;3;21;0;21;0;5;15;1;0;1;20;4;17
590;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SALOADAK;19;11;8;7;5;0;5;0;11;0;11;0;5;3;3;0;0;11;3;8
591;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO PANGALE;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
592;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;PANGALE;8;2;6;0;0;0;0;0;2;0;2;0;2;0;0;0;2;0;1;1
593;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;SARTANAMAJU;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
594;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO LERENG;17;10;7;1;1;0;1;0;10;0;10;0;10;0;0;0;2;8;4;6
595;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;KUO;23;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
596;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO CAMBA;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;LAMBA-LAMBA;18;12;6;7;5;0;5;0;12;0;12;0;10;0;2;0;7;5;5;7
598;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;KOMBILING;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
599;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;LEMO-LEMO;5;1;4;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1
600;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BABANA;35;5;30;4;3;0;3;0;5;0;5;0;5;0;0;0;4;1;0;5
601;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;LUMU;26;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
602;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;PONTANAKAYANG;29;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
603;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;SALOGATTA;27;8;19;3;1;0;1;0;8;0;8;0;7;1;0;0;0;8;0;8
604;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;KIRE;5;8;-3;8;6;0;6;0;8;0;8;0;8;0;0;0;0;8;3;5
605;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;TINALI;19;11;8;5;4;0;4;0;11;0;11;0;11;0;0;0;11;0;1;10
606;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;SALUMANURUNG;8;13;-5;9;3;0;3;0;13;0;13;0;13;0;0;0;13;0;0;13
607;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;PASAPA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
608;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BOJO;18;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
609;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BARAKKANG;13;1;12;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0
610;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;LEMBAH HADA;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
611;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;BUDONG-BUDONG;12;14;-2;9;8;0;8;0;14;0;14;0;0;14;0;0;3;11;3;11
612;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TOPOYO;28;1;27;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0
613;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TUMBU;11;22;-11;20;11;0;11;0;22;0;22;0;2;6;14;0;9;13;14;8
614;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;KABUBU;23;19;4;9;5;0;5;0;19;0;19;0;1;0;18;0;2;17;1;18
615;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;WAEPUTEH;13;3;10;1;1;0;1;0;3;0;3;0;3;0;0;0;1;2;1;2
616;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TANGKOU;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
617;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TABOLANG;24;9;15;5;3;0;3;0;9;0;9;0;0;0;9;0;6;3;9;0
618;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;PARAILI;10;1;9;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1
619;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALUPANGKANG;9;4;5;4;4;0;4;0;4;0;4;0;4;0;0;0;1;3;1;3
620;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALUPANGKANG IV;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
621;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TAPPILINA;7;5;2;5;5;0;5;0;5;0;5;0;5;0;0;0;0;5;0;5
622;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;BAMBAMANURUNG;9;3;6;2;2;0;2;0;3;0;3;0;1;0;2;0;3;0;1;2
623;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALULEKBO;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
624;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;PANGALLOANG;14;1;13;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1
625;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SINABATTA;7;6;1;3;1;0;0;1;6;0;6;0;6;0;0;0;6;0;3;3
626;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAROSSA;33;1;32;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1
627;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;TASOKKO;40;1;39;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;0;1
628;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;LARA;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
629;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KADAILA;19;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
630;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAYU CALLA;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
631;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;LEMBAH HOPO;4;17;-13;12;5;0;5;0;17;0;17;0;17;0;0;0;7;10;0;17
632;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;BENGGAULU;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
633;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SUKA MAJU;11;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
634;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAMBUNONG;36;2;34;1;1;0;1;0;2;0;2;0;2;0;0;0;1;1;0;2
635;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SALUBIRO;16;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
636;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SANJANGO;7;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
