;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH PASCASALIN;BERISIKO;TIDAK BERISIKO;MELAHIRKAN NORMAL;MELAHIRKAN CAESAR;KOMPLIKASI SAAT NIFAS;TIDAK KOMPLIKASI SAAT NIFAS;PENDARAHAN;HIPERTENSI;INFEKSI;KOMPLIKASI LAINNYA;MINIMAL 1 HIDUP PADA KEADAAN BAYI KEMBAR SAAT DILAHIRKAN;TIDAK ADA YANG HIDUP PADA KEADAAN BAYI KEMBAR SAAT DILAHIRKAN;LAHIR HIDUP SAAT DILAHIRKAN;LAHIR MENINGGAL SAAT DILAHIRKAN;KEADAAN BAYI HIDUP;KEADAAN BAYI MENINGGAL;MENDAPATKAN HIDUP;MENDAPATKAN MENINGGAL;MENGKOMSUMSI YA;TMENGKOMSUMSI TIDAK;KIE PERSEORANGAN;KIE KELOMPOK;KIE PERSEORANGAN DAN KELOMPOK;TIDAK KIE;MENDAPATKAN FASILITAS RUJUKAN;TIDAK MENDAPAT FASILITAS RUJUKAN;MENDAPATKAN FASILITAS BANSOS;TIDAK MENDAPAT FASILITAS BANSOS
259;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;BALANIPA;12;0;0;9;3;0;12;0;0;0;0;0;0;12;0;12;0;12;0;12;0;12;0;0;0;0;12;11;1
260;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;TAMMAJARRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
261;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;TAMANGGALLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
262;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;MOSSO;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0
263;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;GALUNG TULUK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
264;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;SABANG SUBIK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
265;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;PAMBUSUANG;5;0;0;3;2;0;5;0;0;0;0;0;0;5;0;5;0;5;0;5;0;5;0;0;0;4;1;5;0
266;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;BALA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
267;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;LAMBANAN;6;0;0;6;0;0;6;0;0;0;0;0;0;6;0;6;0;6;0;6;0;6;0;0;0;4;2;2;4
268;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;LEGO;5;0;0;5;0;0;5;0;0;0;0;0;0;5;0;5;0;5;0;5;0;5;0;0;0;5;0;5;0
269;SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;PALLIS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
270;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;AMASSANGAN;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;1;1;2;0
271;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;TONYAMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
272;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;KUAJANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
273;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;PAKU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
274;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;MIRRING;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
275;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;BATETANGNGA;5;0;0;4;1;1;4;0;0;1;0;0;0;5;0;5;0;5;0;5;0;5;0;0;0;2;3;2;3
276;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;MAMMI;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;0;2;0;2;0;2;0
277;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;KALEOK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
278;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;AMOLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
279;SULAWESI BARAT;POLEWALI MANDAR;BINUANG;REA;10;0;0;8;2;0;10;0;0;0;0;0;0;10;0;10;0;10;0;10;0;8;0;2;0;0;10;1;9
280;SULAWESI BARAT;POLEWALI MANDAR;BULO;BULO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
281;SULAWESI BARAT;POLEWALI MANDAR;BULO;PULLIWA;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
282;SULAWESI BARAT;POLEWALI MANDAR;BULO;PATAMBANUA;3;0;0;0;3;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;2;1;0;0;0;3;2;1
283;SULAWESI BARAT;POLEWALI MANDAR;BULO;KAROMBANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
284;SULAWESI BARAT;POLEWALI MANDAR;BULO;DAALA TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;SULAWESI BARAT;POLEWALI MANDAR;BULO;LENGGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
286;SULAWESI BARAT;POLEWALI MANDAR;BULO;SABURA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287;SULAWESI BARAT;POLEWALI MANDAR;BULO;SEPPORRAKI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
288;SULAWESI BARAT;POLEWALI MANDAR;BULO;IHING;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;1;0
289;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PAPPANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
290;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LALIKO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
291;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;BONDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
292;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;KATUMBANGAN LEMO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
293;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PANYAMPA;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
294;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;SURUANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
295;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LAMPOKO;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0
296;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;KATUMBANGAN;5;0;0;3;2;0;5;0;0;0;0;0;0;5;0;5;0;5;0;5;0;5;0;0;0;0;5;1;4
297;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LAPEO;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;0;1;0;2;0;2;0
298;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PARAPPE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
299;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;ONGKO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;KENJE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
301;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;SUMARRANG;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
302;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;BOTTO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
303;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;GATTUNGAN;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;3;1;4;0
304;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PADANG TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;PADANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
306;SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;LAGI-AGI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;LIMBORO;8;0;0;5;3;0;8;0;0;0;0;0;0;8;0;8;0;7;1;7;1;8;0;0;0;6;2;8;0
308;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;LEMBANG LEMBANG;3;0;0;2;1;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;2;1;0;3
309;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;TANDASURA;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0
310;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;SAMASUNDU;10;0;0;6;4;0;10;0;0;0;0;0;0;10;0;10;0;10;0;10;0;10;0;0;0;0;10;0;10
311;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;NAPO;3;0;0;3;0;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;0;3;1;2
312;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;TODANG TODANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
313;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;PENDULANGAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
314;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;RENGGEANG;6;0;0;2;4;0;6;0;0;0;0;0;0;6;0;6;0;6;0;6;0;6;0;0;0;4;2;3;3
315;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;SALARRI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
316;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;TANGAN BARU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
317;SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;PALECE;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;0;4;0;4;4;0;0;0;0;4;3;1
318;SULAWESI BARAT;POLEWALI MANDAR;LUYO;BATUPANGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
319;SULAWESI BARAT;POLEWALI MANDAR;LUYO;MAMBU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
320;SULAWESI BARAT;POLEWALI MANDAR;LUYO;TENGGELANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
321;SULAWESI BARAT;POLEWALI MANDAR;LUYO;BARU;3;0;0;3;0;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;1;2;1;2
322;SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUSSUI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
323;SULAWESI BARAT;POLEWALI MANDAR;LUYO;MAPILI BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
324;SULAWESI BARAT;POLEWALI MANDAR;LUYO;SAMBALI WALI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
325;SULAWESI BARAT;POLEWALI MANDAR;LUYO;BATUPANGA DAALA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
326;SULAWESI BARAT;POLEWALI MANDAR;LUYO;LUYO;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;0;2;2;0
327;SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUSSUI BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;SULAWESI BARAT;POLEWALI MANDAR;LUYO;PUCCADI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;MAPILI;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;UGIBARU;6;0;0;5;1;0;6;0;0;0;0;0;0;6;0;6;0;6;0;6;0;6;0;0;0;0;6;0;6
;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;RUMPA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;KURMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BUKU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BONNE BONNE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
329;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BEROANGIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;SEGERANG;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
331;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;BONRA;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;0;4;4;0
332;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;SATTOKO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
333;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;RAPPANG BARAT;2;0;0;1;1;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;1;1;0;2
334;SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;LANDI KANUSUANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
335;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;MATAKALI;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;1
336;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;PETAMPANUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
337;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;BARUMBUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
338;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;PASIANG;5;0;0;4;1;1;4;1;0;0;0;0;0;4;1;4;1;5;0;5;0;5;0;0;0;0;5;5;0
339;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;TONROLIMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
340;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;INDOMAKKOMBONG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341;SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;BUNGA-BUNGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
342;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;MATANGNGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;LILLI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
344;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;RANGOAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
345;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;TAPUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
346;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;MAMBU TAPUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
347;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;BA'BA TAPUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
348;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;KATIMBANG;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1;1;0
349;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;POLEWALI;6;0;0;4;2;0;6;0;0;0;0;0;0;6;0;6;0;6;0;6;0;6;0;0;0;0;6;1;5
350;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;WATTANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;SULEWATANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
352;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;LANTORA;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1
353;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;TAKATIDUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
354;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;PEKKABATA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
355;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;MADATE;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
356;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;MANDING;2;0;0;1;1;1;1;0;1;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;2;0;1;1
357;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;DARMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
358;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;PELITAKAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TAPANGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
360;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;RAPPANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;DAKKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
362;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BATU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;RISO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
364;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;PALATTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TAPANGO BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
366;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;KURRAK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
367;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BUSSU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
368;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TUTTULA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;JAMBU MALEA;10;0;0;9;1;0;10;0;0;0;0;0;0;10;0;10;0;10;0;10;0;10;0;0;0;10;0;7;3
370;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;KALIMBUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BANATO REJO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
372;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TINAMBUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
373;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;KARAMA;25;0;0;18;7;0;25;0;0;0;0;1;0;24;0;24;0;25;0;24;1;1;0;24;0;0;25;23;2
374;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TANGNGA TANGNGA;7;0;0;6;1;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;1;0;6;0;0;7;7;0
375;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;LEKOPADIS;6;0;0;3;3;0;6;0;0;0;0;0;0;6;0;6;0;5;1;5;1;6;0;0;0;0;6;4;2
376;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;GALUNG LOMBOK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
377;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TANDUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
