;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH PASCASALIN;BERISIKO;TIDAK BERISIKO;MELAHIRKAN NORMAL;MELAHIRKAN CAESAR;KOMPLIKASI SAAT NIFAS;TIDAK KOMPLIKASI SAAT NIFAS;PENDARAHAN;HIPERTENSI;INFEKSI;KOMPLIKASI LAINNYA;MINIMAL 1 HIDUP PADA KEADAAN BAYI KEMBAR SAAT DILAHIRKAN;TIDAK ADA YANG HIDUP PADA KEADAAN BAYI KEMBAR SAAT DILAHIRKAN;LAHIR HIDUP SAAT DILAHIRKAN;LAHIR MENINGGAL SAAT DILAHIRKAN;KEADAAN BAYI HIDUP;KEADAAN BAYI MENINGGAL;MENDAPATKAN HIDUP;MENDAPATKAN MENINGGAL;MENGKOMSUMSI YA;TMENGKOMSUMSI TIDAK;KIE PERSEORANGAN;KIE KELOMPOK;KIE PERSEORANGAN DAN KELOMPOK;TIDAK KIE;MENDAPATKAN FASILITAS RUJUKAN;TIDAK MENDAPAT FASILITAS RUJUKAN;MENDAPATKAN FASILITAS BANSOS;TIDAK MENDAPAT FASILITAS BANSOS
378;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;BATULAYA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
379;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;SEPABATU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
380;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TARAMANU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
381;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;AMBOPADANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
382;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TUBBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;RATTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
384;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;BESOANGIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
385;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PIRIANG TAPIKO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
386;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PEBURRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
387;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TALOBA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
388;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;POLLEWANI;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
389;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;ARABUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
390;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;BESOANGIN UTARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
391;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PODA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
392;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TARAMANU TUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
393;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SIDODADI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
394;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SIDOREJO;8;0;0;7;1;1;7;0;0;0;1;0;0;7;1;7;1;8;0;8;0;8;0;0;0;8;0;8;0
395;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SUMBEREJO;10;0;0;3;7;1;9;0;0;1;0;0;0;10;0;10;0;10;0;10;0;10;0;0;0;3;7;2;8
396;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BUMIAYU;16;0;0;5;11;1;15;0;1;0;0;1;0;15;0;15;0;16;0;16;0;4;0;12;0;11;5;12;4
397;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;KEBUNSARI;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;2;2;4;0
398;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BANUA BARU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
399;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;NEPO;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
400;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SUGIHWARAS;5;0;0;4;1;0;5;0;0;0;0;0;0;5;0;5;0;5;0;5;0;5;0;0;0;0;5;2;3
401;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;CAMPURJO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
402;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BUMIMULYO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
403;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;TUMPILING;5;0;0;5;0;0;5;0;0;0;0;1;0;4;0;4;0;5;0;5;0;5;0;0;0;1;4;0;5
404;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BAKKA-BAKKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;ARJO SARI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;GALESON;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;2;2;0;0;3;1;2;2
407;SULAWESI BARAT;MAMASA;MAMASA;MAMASA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
408;SULAWESI BARAT;MAMASA;MAMASA;RAMBUSARATU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
409;SULAWESI BARAT;MAMASA;MAMASA;OSANGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
410;SULAWESI BARAT;MAMASA;MAMASA;LAMBANAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
411;SULAWESI BARAT;MAMASA;MAMASA;LEMBANA SALULO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
412;SULAWESI BARAT;MAMASA;MAMASA;TAUPE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413;SULAWESI BARAT;MAMASA;MAMASA;BUNTU BUDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
414;SULAWESI BARAT;MAMASA;MAMASA;TONDOK BAKARU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
415;SULAWESI BARAT;MAMASA;MAMASA;PEBASSIAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
416;SULAWESI BARAT;MAMASA;MAMASA;MAMBULILING;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
417;SULAWESI BARAT;MAMASA;MAMASA;BOMBONG LAMBE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
418;SULAWESI BARAT;MAMASA;MAMASA;BUBUN BATU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
419;SULAWESI BARAT;MAMASA;ARALLE;ARALLE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420;SULAWESI BARAT;MAMASA;ARALLE;RALLE ANAK;4;0;0;2;2;0;4;0;0;0;0;1;0;3;0;3;0;4;0;4;0;4;0;0;0;3;1;4;0
421;SULAWESI BARAT;MAMASA;ARALLE;PANETEAN;2;0;0;1;1;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;0;2;1;1
422;SULAWESI BARAT;MAMASA;ARALLE;UHAILANU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
423;SULAWESI BARAT;MAMASA;ARALLE;ARALLE UTARA;3;0;0;1;2;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;0;3;0;3
424;SULAWESI BARAT;MAMASA;ARALLE;UHAIDAHO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
425;SULAWESI BARAT;MAMASA;ARALLE;BARURU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
426;SULAWESI BARAT;MAMASA;ARALLE;RALLEANAK UTARA;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0
427;SULAWESI BARAT;MAMASA;ARALLE;PAMOSEANG PANGGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
428;SULAWESI BARAT;MAMASA;ARALLE;KALABE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
429;SULAWESI BARAT;MAMASA;ARALLE;ARALLE SELATAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
430;SULAWESI BARAT;MAMASA;ARALLE;HAHANGAN;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0
431;SULAWESI BARAT;MAMASA;BALLA;BALLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
432;SULAWESI BARAT;MAMASA;BALLA;BALLA BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
433;SULAWESI BARAT;MAMASA;BALLA;BALLA SATANETEAN;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
434;SULAWESI BARAT;MAMASA;BALLA;BALLA TUMUKA;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;0;1;0;2;0;2;0
435;SULAWESI BARAT;MAMASA;BALLA;SEPAKUAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
436;SULAWESI BARAT;MAMASA;BALLA;PIDARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
437;SULAWESI BARAT;MAMASA;BALLA;BAMBAPUANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
438;SULAWESI BARAT;MAMASA;BALLA;BALLA TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
439;SULAWESI BARAT;MAMASA;BAMBANG;MOKALLANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
440;SULAWESI BARAT;MAMASA;BAMBANG;MASOSO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
441;SULAWESI BARAT;MAMASA;BAMBANG;SALUASSING;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
442;SULAWESI BARAT;MAMASA;BAMBANG;SALUBULO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
443;SULAWESI BARAT;MAMASA;BAMBANG;SALUKADI;4;0;0;4;0;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;0;4;0;4
444;SULAWESI BARAT;MAMASA;BAMBANG;SALUKEPOPOK;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;0;4;4;0
445;SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
446;SULAWESI BARAT;MAMASA;BAMBANG;LIMBADEBATA;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
447;SULAWESI BARAT;MAMASA;BAMBANG;TANETE TOMBA;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;1;1;0;0;0;2;1;1
448;SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
449;SULAWESI BARAT;MAMASA;BAMBANG;RANTELEMO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
450;SULAWESI BARAT;MAMASA;BAMBANG;SALUDENGEN;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1
451;SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
452;SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453;SULAWESI BARAT;MAMASA;BAMBANG;MINANGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
454;SULAWESI BARAT;MAMASA;BAMBANG;SIKAMASE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
455;SULAWESI BARAT;MAMASA;BAMBANG;RANTETARIMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
456;SULAWESI BARAT;MAMASA;BAMBANG;SALURURU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
457;SULAWESI BARAT;MAMASA;BAMBANG;SALUTABANG;2;0;0;0;2;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;0;0;2;0;2;0;2;0
458;SULAWESI BARAT;MAMASA;BAMBANG;BALATANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
459;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;BUNTUMALANGKA;6;0;0;2;4;0;6;0;0;0;0;0;0;6;0;6;0;6;0;6;0;6;0;0;0;0;6;0;6
460;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;RANTEBERAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
461;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KEBANGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
462;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALURINDU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
463;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;TAORA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
464;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KABAE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
465;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN BARAT;5;0;0;2;3;0;5;0;0;0;0;0;0;5;0;5;0;5;0;5;0;5;0;0;0;0;5;4;1
466;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;PENATANGAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
467;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
468;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
469;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;ARALLE TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
470;SULAWESI BARAT;MAMASA;MAMBI;MAMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
471;SULAWESI BARAT;MAMASA;MAMBI;TALIPUKKI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
472;SULAWESI BARAT;MAMASA;MAMBI;RANTEBULAHAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
473;SULAWESI BARAT;MAMASA;MAMBI;SONDONGLAYU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
474;SULAWESI BARAT;MAMASA;MAMBI;SALUBANUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
475;SULAWESI BARAT;MAMASA;MAMBI;TAPALINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
476;SULAWESI BARAT;MAMASA;MAMBI;SENDANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
477;SULAWESI BARAT;MAMASA;MAMBI;PAMOSEAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
478;SULAWESI BARAT;MAMASA;MAMBI;SELUMAKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
479;SULAWESI BARAT;MAMASA;MAMBI;BUJUNG MANURUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
480;SULAWESI BARAT;MAMASA;MAMBI;SALU ALO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
481;SULAWESI BARAT;MAMASA;MAMBI;INDOBANUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
482;SULAWESI BARAT;MAMASA;MAMBI;SALUDURIAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
483;SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
484;SULAWESI BARAT;MAMASA;MEHALAAN;BOTTENG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
485;SULAWESI BARAT;MAMASA;MEHALAAN;SALUKONTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
486;SULAWESI BARAT;MAMASA;MEHALAAN;MESAKADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
487;SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
488;SULAWESI BARAT;MAMASA;MEHALAAN;SALUAHOK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
489;SULAWESI BARAT;MAMASA;MEHALAAN;SALUBALO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
490;SULAWESI BARAT;MAMASA;MEHALAAN;PASSEMBUK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
491;SULAWESI BARAT;MAMASA;MEHALAAN;KONDO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
492;SULAWESI BARAT;MAMASA;MEHALAAN;LEKO SUKAMAJU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
493;SULAWESI BARAT;MAMASA;MEHALAAN;ULUMEA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
494;SULAWESI BARAT;MAMASA;MESSAWA;MESSAWA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
495;SULAWESI BARAT;MAMASA;MESSAWA;RIPPUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
496;SULAWESI BARAT;MAMASA;MESSAWA;MAKUANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
497;SULAWESI BARAT;MAMASA;MESSAWA;SEPANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
498;SULAWESI BARAT;MAMASA;MESSAWA;MALIMBONG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
499;SULAWESI BARAT;MAMASA;MESSAWA;MATANDE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
500;SULAWESI BARAT;MAMASA;MESSAWA;SIPAI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
501;SULAWESI BARAT;MAMASA;MESSAWA;PASMA MAMBU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
502;SULAWESI BARAT;MAMASA;MESSAWA;TANETE BATU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
503;SULAWESI BARAT;MAMASA;NOSU;NOSU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
504;SULAWESI BARAT;MAMASA;NOSU;MINANGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
505;SULAWESI BARAT;MAMASA;NOSU;BATUPAPAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
506;SULAWESI BARAT;MAMASA;NOSU;MASEWWE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
507;SULAWESI BARAT;MAMASA;NOSU;SIWI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
508;SULAWESI BARAT;MAMASA;NOSU;MINANGA TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
509;SULAWESI BARAT;MAMASA;NOSU;PARINDING;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
510;SULAWESI BARAT;MAMASA;PANA;PANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
511;SULAWESI BARAT;MAMASA;PANA;MANIPI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
