;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH PASCASALIN;BERISIKO;TIDAK BERISIKO;MELAHIRKAN NORMAL;MELAHIRKAN CAESAR;KOMPLIKASI SAAT NIFAS;TIDAK KOMPLIKASI SAAT NIFAS;PENDARAHAN;HIPERTENSI;INFEKSI;KOMPLIKASI LAINNYA;MINIMAL 1 HIDUP PADA KEADAAN BAYI KEMBAR SAAT DILAHIRKAN;TIDAK ADA YANG HIDUP PADA KEADAAN BAYI KEMBAR SAAT DILAHIRKAN;LAHIR HIDUP SAAT DILAHIRKAN;LAHIR MENINGGAL SAAT DILAHIRKAN;KEADAAN BAYI HIDUP;KEADAAN BAYI MENINGGAL;MENDAPATKAN HIDUP;MENDAPATKAN MENINGGAL;MENGKOMSUMSI YA;TMENGKOMSUMSI TIDAK;KIE PERSEORANGAN;KIE KELOMPOK;KIE PERSEORANGAN DAN KELOMPOK;TIDAK KIE;MENDAPATKAN FASILITAS RUJUKAN;TIDAK MENDAPAT FASILITAS RUJUKAN;MENDAPATKAN FASILITAS BANSOS;TIDAK MENDAPAT FASILITAS BANSOS
512;SULAWESI BARAT;MAMASA;PANA;MAMULLU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
513;SULAWESI BARAT;MAMASA;PANA;SAPAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
514;SULAWESI BARAT;MAMASA;PANA;DATUBARINGAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
515;SULAWESI BARAT;MAMASA;PANA;PANURA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
516;SULAWESI BARAT;MAMASA;PANA;TALLANG BULAWAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
517;SULAWESI BARAT;MAMASA;PANA;KARAKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518;SULAWESI BARAT;MAMASA;PANA;ULUSALU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
519;SULAWESI BARAT;MAMASA;PANA;WERI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
520;SULAWESI BARAT;MAMASA;PANA;SALUTAMBUN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
521;SULAWESI BARAT;MAMASA;PANA;SALOAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
522;SULAWESI BARAT;MAMASA;PANA;ULUSALU INDAH;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
523;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
524;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
525;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BUANGIN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
526;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BAMBANG BUDA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
527;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;LEKO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
528;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;KIRAK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
529;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN UTARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
530;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SAMPALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
531;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
532;SULAWESI BARAT;MAMASA;SESENAPADANG;PALADAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
533;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
534;SULAWESI BARAT;MAMASA;SESENAPADANG;RANTE PUANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
535;SULAWESI BARAT;MAMASA;SESENAPADANG;SATENETEAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
536;SULAWESI BARAT;MAMASA;SESENAPADANG;LISUAN ADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
537;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA SELATAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
538;SULAWESI BARAT;MAMASA;SESENAPADANG;MALANGKENA PADANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
539;SULAWESI BARAT;MAMASA;SESENAPADANG;MALIMBONG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
540;SULAWESI BARAT;MAMASA;SESENAPADANG;MARAMPAN OROBUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
541;SULAWESI BARAT;MAMASA;SUMARORONG;SUMARORONG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
542;SULAWESI BARAT;MAMASA;SUMARORONG;TABONE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
543;SULAWESI BARAT;MAMASA;SUMARORONG;BATANG URU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
544;SULAWESI BARAT;MAMASA;SUMARORONG;SASAKAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
545;SULAWESI BARAT;MAMASA;SUMARORONG;TADISI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
546;SULAWESI BARAT;MAMASA;SUMARORONG;SIBANAWA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
547;SULAWESI BARAT;MAMASA;SUMARORONG;BATANGNGURU TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
548;SULAWESI BARAT;MAMASA;SUMARORONG;SALUBALO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
549;SULAWESI BARAT;MAMASA;SUMARORONG;BANEA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
550;SULAWESI BARAT;MAMASA;SUMARORONG;RANTE KAMASE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
551;SULAWESI BARAT;MAMASA;TABANG;TABANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
552;SULAWESI BARAT;MAMASA;TABANG;TADOKALUA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
553;SULAWESI BARAT;MAMASA;TABANG;TABANG BARAT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
554;SULAWESI BARAT;MAMASA;TABANG;MASUPU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
555;SULAWESI BARAT;MAMASA;TABANG;KALAMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
556;SULAWESI BARAT;MAMASA;TABANG;BAKADISURA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
557;SULAWESI BARAT;MAMASA;TABANG;SALUKONA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
558;SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
559;SULAWESI BARAT;MAMASA;TABULAHAN;PERIANGAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
560;SULAWESI BARAT;MAMASA;TABULAHAN;MALATIRO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
561;SULAWESI BARAT;MAMASA;TABULAHAN;TABULAHAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
562;SULAWESI BARAT;MAMASA;TABULAHAN;SALULEANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
563;SULAWESI BARAT;MAMASA;TABULAHAN;TAMPAK KURRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
564;SULAWESI BARAT;MAMASA;TABULAHAN;GANDANG DEWATA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
565;SULAWESI BARAT;MAMASA;TABULAHAN;BURANA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
566;SULAWESI BARAT;MAMASA;TABULAHAN;SALUBAKKA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
567;SULAWESI BARAT;MAMASA;TABULAHAN;PANGANDARAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
568;SULAWESI BARAT;MAMASA;TABULAHAN;TALOPAK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
569;SULAWESI BARAT;MAMASA;TABULAHAN;PEU';0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
570;SULAWESI BARAT;MAMASA;TABULAHAN;TIMORO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
571;SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG UTAMA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
572;SULAWESI BARAT;MAMASA;TANDUK KALUA;MINAKE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
573;SULAWESI BARAT;MAMASA;TANDUK KALUA;MALABO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
574;SULAWESI BARAT;MAMASA;TANDUK KALUA;SINDAGAMANIK;4;0;0;3;1;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;4;0;0;4
575;SULAWESI BARAT;MAMASA;TANDUK KALUA;PARONDOBULAWAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
576;SULAWESI BARAT;MAMASA;TANDUK KALUA;TAMALANTIK;7;0;0;6;1;0;7;0;0;0;0;0;0;7;0;7;0;7;0;7;0;2;5;0;0;0;7;0;7
577;SULAWESI BARAT;MAMASA;TANDUK KALUA;MANNABABA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;SULAWESI BARAT;MAMASA;TANDUK KALUA;MESAKADA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
579;SULAWESI BARAT;MAMASA;TANDUK KALUA;BALLABATU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
580;SULAWESI BARAT;MAMASA;TANDUK KALUA;PAMBE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
581;SULAWESI BARAT;MAMASA;TANDUK KALUA;SALURANO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
582;SULAWESI BARAT;MAMASA;TANDUK KALUA;TALIMBUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
583;SULAWESI BARAT;MAMASA;TANDUK KALUA;KANAN;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1
584;SULAWESI BARAT;MAMASA;TAWALIAN;TAWALIAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
585;SULAWESI BARAT;MAMASA;TAWALIAN;TAWALIAN TIMUR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
586;SULAWESI BARAT;MAMASA;TAWALIAN;KARIANGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
587;SULAWESI BARAT;MAMASA;TAWALIAN;RANTETANGNGA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
588;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;MAHAHE;42;0;0;27;15;0;42;0;0;0;0;0;0;42;0;42;0;42;0;42;0;42;0;0;0;0;42;0;42
589;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SALOBAJA;23;0;0;12;11;0;23;0;0;0;0;1;0;22;0;22;0;23;0;23;0;23;0;0;0;1;22;2;21
590;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;TOBADAK;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
591;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;PALONGAAN;3;0;0;2;1;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;0;3;0;3
592;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;BATU PARIGI;4;0;0;4;0;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;2;2;0;0;0;4;0;4
593;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;BAMBADARU;12;0;0;8;4;1;11;1;0;0;1;0;0;12;0;12;0;11;1;11;1;11;0;0;1;7;5;1;11
594;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SEJATI;9;0;0;7;2;0;9;0;0;0;0;0;0;9;0;9;0;9;0;9;0;9;0;0;0;0;9;2;7
595;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SALOADAK;8;0;0;4;4;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;8;0;0;0;0;8;0;8
596;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO PANGALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
597;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;PANGALE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
598;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;SARTANAMAJU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
599;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO LERENG;6;0;0;4;2;0;6;0;0;0;0;0;0;6;0;6;0;6;0;6;0;6;0;0;0;3;3;5;1
600;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;KUO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
601;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO CAMBA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
602;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;LAMBA-LAMBA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
603;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;KOMBILING;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
604;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;LEMO-LEMO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
605;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BABANA;2;0;0;2;0;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;2;0;0;2
606;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;LUMU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
607;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;PONTANAKAYANG;2;0;0;1;1;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;1;1;1;1
608;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;SALOGATTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
609;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;KIRE;2;0;0;1;1;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;0;2;0;2
610;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;TINALI;3;0;0;0;3;0;3;0;0;0;0;0;0;3;0;3;0;3;0;3;0;3;0;0;0;3;0;0;3
611;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;SALUMANURUNG;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1
612;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;PASAPA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
613;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BOJO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
614;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BARAKKANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
615;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;LEMBAH HADA;2;0;0;1;1;0;2;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;2;0;0;2
616;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;BUDONG-BUDONG;8;0;0;6;2;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;8;0;0;0;0;8;0;8
617;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TOPOYO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
618;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TUMBU;5;0;0;1;4;0;5;0;0;0;0;0;0;5;0;5;0;5;0;5;0;5;0;0;0;0;5;0;5
619;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;KABUBU;5;0;0;2;3;0;5;0;0;0;0;0;0;5;0;5;0;5;0;5;0;5;0;0;0;0;5;0;5
620;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;WAEPUTEH;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
621;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TANGKOU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
622;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TABOLANG;5;0;0;2;3;0;5;0;0;0;0;1;0;4;0;4;0;5;0;5;0;1;0;4;0;2;3;4;1
623;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;PARAILI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
624;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALUPANGKANG;4;0;0;4;0;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;0;4;0;4
625;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALUPANGKANG IV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
626;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TAPPILINA;4;0;0;2;2;0;4;0;0;0;0;0;0;4;0;4;0;4;0;4;0;4;0;0;0;0;4;0;4
627;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;BAMBAMANURUNG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
628;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALULEKBO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
629;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;PANGALLOANG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
630;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SINABATTA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
631;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAROSSA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
632;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;TASOKKO;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;1
633;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;LARA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
634;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KADAILA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
635;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAYU CALLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
636;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;LEMBAH HOPO;12;0;0;8;4;0;12;0;0;0;0;1;0;11;0;11;0;12;0;12;0;12;0;0;0;0;12;0;12
637;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;BENGGAULU;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1
638;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SUKA MAJU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
639;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAMBUNONG;8;0;0;6;2;0;8;0;0;0;0;0;0;8;0;8;0;8;0;8;0;8;0;0;0;8;0;7;1
640;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SALUBIRO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
641;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SANJANGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
