PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;JUMLAH KELURAHAN/DESA;JUMLAH KAMPUNG KB;2016;2017;2018;2019;> 2019;KAMPUNG KB MANDIRI;KAMPUNG KB PERCONTOHAN
SULAWESI BARAT;MAJENE;SENDANA;2025;LIMBUA;1;1;0;1;0;0;0;0;1
SULAWESI BARAT;MAJENE;SENDANA;2026;BUKIT SAMANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2001;SEPPONG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2002;TAMMERODO;1;1;0;1;0;0;0;0;1
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2003;ULIDANG;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2004;TALLAMBALAO;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2005;TAMMERODO UTARA;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2006;MANYAMBA;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2007;AWO;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAJENE;TUBO SENDANA;2001;ONANG;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAJENE;TUBO SENDANA;2002;TUBO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAJENE;TUBO SENDANA;2003;ONANG UTARA;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;MAJENE;TUBO SENDANA;2004;TUBO SELATAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAJENE;TUBO SENDANA;2005;BONDE BONDE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAJENE;TUBO SENDANA;2006;TUBO TENGAH;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;MAJENE;TUBO SENDANA;2007;TUBO POANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAJENE;ULUMANDA;2001;KABIRAAN;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;MAJENE;ULUMANDA;2002;SAMBABO;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;MAJENE;ULUMANDA;2003;TANDEALLO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAJENE;ULUMANDA;2004;ULUMANDA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAJENE;ULUMANDA;2005;SALUTAMBUNG;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;MAJENE;ULUMANDA;2006;POPENGA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAJENE;ULUMANDA;2007;SULAI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAJENE;ULUMANDA;2008;PANGGALO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;ALLU;1009;PETOOSANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2002;MOMBI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2003;KALUMAMMANG;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2004;PAO-PAO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2005;PUPPU URING;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2006;SARAGIAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2007;SAYOANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2008;ALU;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;1001;ANREAPI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2002;DUAMPANUA;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2003;KELAPA DUA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2004;PAPPANDANGAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2005;KUNYI;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;1002;BALANIPA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2001;TAMMAJARRA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2003;TAMANGGALLE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2004;MOSSO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2005;GALUNG TULUK;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2006;SABANG SUBIK;1;1;1;0;0;0;0;0;1
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2007;PAMBUSUANG;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2008;BALA;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2009;LAMBANAN;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2010;LEGO;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2011;PALLIS;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;1005;AMASSANGAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2001;TONYAMAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2002;KUAJANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2003;PAKU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2004;MIRRING;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2006;BATETANGNGA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2007;MAMMI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2008;KALEOK;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2009;AMOLA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2010;REA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BULO;2001;BULO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BULO;2002;PULLIWA;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;BULO;2003;PATAMBANUA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BULO;2004;KAROMBANG;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;POLEWALI MANDAR;BULO;2005;DAALA TIMUR;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BULO;2006;LENGGO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BULO;2007;SABURA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BULO;2008;SEPPORRAKI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;BULO;2009;IHING;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;1001;PAPPANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2002;LALIKO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2003;BONDE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2004;KATUMBANGAN LEMO;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2005;PANYAMPA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2006;SURUANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2007;LAMPOKO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2008;KATUMBANGAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2009;LAPEO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2010;PARAPPE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2011;ONGKO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2012;KENJE;1;1;1;0;0;0;0;0;1
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2013;SUMARRANG;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2014;BOTTO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2015;GATTUNGAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2016;PADANG TIMUR;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2017;PADANG;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2018;LAGI-AGI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;1001;LIMBORO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2002;LEMBANG LEMBANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2003;TANDASURA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2004;SAMASUNDU;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2005;NAPO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2006;TODANG TODANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2007;PENDULANGAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2008;RENGGEANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2009;SALARRI;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2010;TANGAN BARU;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2011;PALECE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LUYO;1004;BATUPANGA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2001;MAMBU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2002;TENGGELANG;1;1;0;1;0;0;0;0;1
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2003;BARU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2005;PUSSUI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2006;MAPILI BARAT;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2007;SAMBALI WALI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2008;BATUPANGA DAALA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2009;LUYO;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2010;PUSSUI BARAT;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2011;PUCCADI;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;1001;MAPILI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2002;UGIBARU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2003;RUMPA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2005;KURMA;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2007;BUKU;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2009;BONNE BONNE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2011;BEROANGIN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2015;SEGERANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2016;BONRA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2017;SATTOKO;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2018;RAPPANG BARAT;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2019;LANDI KANUSUANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;1001;MATAKALI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2002;PETAMPANUA;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2003;BARUMBUNG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2004;PASIANG;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2005;TONROLIMA;1;1;1;0;0;0;0;0;1
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2006;INDOMAKKOMBONG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2007;BUNGA-BUNGA;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;1001;MATANGNGA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2002;LILLI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2003;RANGOAN;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2004;TAPUA;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2005;MAMBU TAPUA;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2006;BA'BA TAPUA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;2007;KATIMBANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1001;POLEWALI;1;1;0;1;0;0;0;0;1
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1002;WATTANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1003;SULEWATANG;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1004;LANTORA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1005;TAKATIDUNG;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1006;PEKKABATA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1007;MADATE;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1008;MANDING;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;1009;DARMA;1;1;0;0;0;1;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;1001;PELITAKAN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2002;TAPANGO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2003;RAPPANG;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2004;DAKKA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2005;BATU;1;1;0;0;0;0;1;0;1
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2006;RISO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2007;PALATTA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2008;TAPANGO BARAT;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2009;KURRAK;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2010;BUSSU;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2011;TUTTULA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2012;JAMBU MALEA;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2013;KALIMBUA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;2014;BANATO REJO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;1001;TINAMBUNG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2002;KARAMA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2003;TANGNGA TANGNGA;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2004;LEKOPADIS;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2005;GALUNG LOMBOK;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2006;TANDUNG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2007;BATULAYA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;2008;SEPABATU;1;1;0;0;1;0;0;0;1
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;1001;TARAMANU;1;1;0;1;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2002;AMBOPADANG;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2003;TUBBI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2004;RATTE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2005;BESOANGIN;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2006;PIRIANG TAPIKO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2007;PEBURRU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2008;TALOBA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2009;POLLEWANI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2010;ARABUA;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2011;BESOANGIN UTARA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2012;PODA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;TUTAR;2013;TARAMANU TUA;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;1001;SIDODADI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2002;SIDOREJO;1;1;0;1;0;0;0;0;1
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2003;SUMBEREJO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2004;BUMIAYU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2005;KEBUNSARI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2006;BANUA BARU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2007;NEPO;1;1;1;0;0;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2008;SUGIHWARAS;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2009;CAMPURJO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2010;BUMIMULYO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2011;TUMPILING;1;1;0;0;1;0;0;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2012;BAKKA-BAKKA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2013;ARJO SARI;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;2014;GALESON;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MAMASA;1001;MAMASA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MAMASA;2002;RAMBUSARATU;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MAMASA;2003;OSANGO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MAMASA;2004;LAMBANAN;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MAMASA;2005;LEMBANA SALULO;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MAMASA;2006;TAUPE;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MAMASA;2007;BUNTU BUDA;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MAMASA;2008;TONDOK BAKARU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MAMASA;2009;PEBASSIAN;1;1;0;1;0;0;0;0;1
SULAWESI BARAT;MAMASA;MAMASA;2010;MAMBULILING;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;MAMASA;2011;BOMBONG LAMBE;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;MAMASA;2012;BUBUN BATU;1;1;0;0;0;0;1;0;0
SULAWESI BARAT;MAMASA;ARALLE;1001;ARALLE;1;0;0;0;0;0;0;0;0
SULAWESI BARAT;MAMASA;ARALLE;2003;RALLE ANAK;1;2;0;0;0;0;2;0;0
SULAWESI BARAT;MAMASA;ARALLE;2004;PANETEAN;1;1;0;1;0;0;0;0;1
